№;Номер поставки;Предмет;Код номенклатуры;Бренд;Артикул поставщика;Название;Размер;Баркод;Тип документа;Обоснование для оплаты;Дата заказа покупателем;Дата продажи;Кол-во;Цена розничная;Вайлдберриз реализовал Товар (Пр);Согласованный продуктовый дисконт, %;Промокод, %;Итоговая согласованная скидка, %;Цена розничная с учетом согласованной скидки;Размер снижения кВВ из-за рейтинга, %;Размер изменения кВВ из-за акции, %;Скидка постоянного Покупателя (СПП), %;Размер кВВ, %;Размер кВВ без НДС, % Базовый;Итоговый кВВ без НДС, %;Вознаграждение с продаж до вычета услуг поверенного, без НДС;Возмещение за выдачу и возврат товаров на ПВЗ;Эквайринг/Комиссии за организацию платежей;Размер комиссии за эквайринг/Комиссии за организацию платежей, %;Тип платежа за Эквайринг/Комиссии за организацию платежей;Вознаграждение Вайлдберриз (ВВ), без НДС;НДС с Вознаграждения Вайлдберриз;К перечислению Продавцу за реализованный Товар;Количество доставок;Количество возврата;Услуги по доставке товара покупателю;Дата начала действия фиксации;Дата конца действия фиксации;Признак услуги платной доставки;Общая сумма штрафов;Корректировка Вознаграждения Вайлдберриз (ВВ);Виды логистики, штрафов и корректировок ВВ;Стикер МП;Наименование банка-эквайера;Номер офиса;Наименование офиса доставки;ИНН партнера;Партнер;Склад;Страна;Тип коробов;Номер таможенной декларации;Номер сборочного задания;Код маркировки;ШК;Srid;Возмещение издержек по перевозке/по складским операциям с товаром;Организатор перевозки;Хранение;Удержания;Операции на приемке;Фиксированный коэффициент склада по поставке;Признак продажи юридическому лицу;Номер короба для обработки товара;Скидка по программе софинансирования;Скидка Wibes, %;Компенсация скидки по программе лояльности;Стоимость участия в программе лояльности;Сумма удержанная за начисленные баллы программы лояльности;Id корзины заказа;Разовое изменение срока перечисления денежных средств;Id собственной акции продавца с дополнительной скидкой;Размер дополнительной скидки по собственной акции продавца, %;Способы продажи и тип товара;Уникальный идентификатор скидки лояльности от продавца;Размер скидки лояльности от продавца,%;Id промокода;Скидка за промокод, %
1;29570986;БАДы;254281289;BIXIRUN;4670157464770;Витамин Д3 К2 120 шт;0;4670157464770;;Логистика;2026-01-02;2026-01-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0,00;0;0;1;0;36,8;2025-06-05;2025-08-04;;0;0;К клиенту при продаже;;;50144705;Минск Минск улица Казинца 47;;;Электросталь;Беларусь;Моно;;;0104670157464770215YfDDP4cy,qk=�93JBI6;35198322301;D1.bd5e500799db4705b2ea5fdcf7be4bd9.0.0;0;;0;0;0;1,6;Нет;0;0;0;0;0;0;bd5e500799db4705b2ea5fdcf7be4bd9;0;0;0;FBW, (МГТ, коробка);0;0;;0
2;29570986;БАДы;254281289;BIXIRUN;4670157464770;Витамин Д3 К2 120 шт;0;4670157464770;Продажа;Продажа;2026-01-02;2026-01-07;1;521,47;488,59;0;0;0;521,47;0;0;6,31;20,5;16,8;10,49;60,67;0;11,1;2,27;Перевыставление эквайринга;60,67;13,35;403,47;0;0;0;;;;0;0;;;BELARUSBANK;50144705;Минск Минск улица Казинца 47;;;Электросталь;Беларусь;Моно;;;0104670157464770215YfDDP4cy,qk=�93JBI6;35198322301;D1.bd5e500799db4705b2ea5fdcf7be4bd9.0.0;0;;0;0;0;0;Нет;;0;0;0;0;0;bd5e500799db4705b2ea5fdcf7be4bd9;0;0;0;;0;0;;0
